n,n commande,date creation,date expedition,dernier statut,date dernier statut,date livraison/echec,prenom,nom,Gender,telephone,adresse,commune,wilaya,designation,prix,type,Brandt,frais livraison,freeshipping,paiement,id importation,type colis,premiere tentative,date premiere tentative,deuxieme tentative,date deuxieme tentative,troisieme tentative,date troisieme tentative
402,1244,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,Clare,H,3046866585,ain el arbaa wilaya de ain timouchent,Ain El Arbaa,Ain Temouchent,Nebula Nuisette - Bleu,1490,Mode Femme,Nebula,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Echec livraison (Client absent (reporte)),2022-03-16
403,#1534,2022-03-13,2022-03-13,Livre,2022-03-14,2022-03-14,,,H,5804676353,,Hussein Dey,Alger,Decathlon Chaussures Athletisme Enfant At Easy Bleue,4900,sport,Decathlon,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
404,1294,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,,H,3061589265,massinisa,El Khroub,Constantine,Decathlon Tapis De Sol 500 Resistant Chaussures Pilates Toning - M - 7Mm - Bleu,3600,sport,Decathlon,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
405,1333,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Gratiana,F,,trig tazoult ,Batna,Batna,Decathlon Chaussures De Randonnee Montantes - Noir,5200,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
406,1334,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-14,,Erna,F,9977082643,centre ville,Chlef,Chlef,Decathlon Tong Homme - Noir,1300,sport,Decathlon,900,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-14,,,,
407,1335,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Cull,,2212853648,centre ville,Attatba,Tipaza,Decathlon Sandales De Piscine Garçon Slap 100 Bleu Rouge,2000,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
408,#1538,2022-03-13,2022-03-13,Livre,2022-03-16,2022-03-16,,Craig,F,2403951745,,Doucen,Biskra,Decathlon Mule Claquette Homme - Noir,2000,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Livre,2022-03-16,,
409,#1536,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Ferrell,F,7169502622,,Chelghoum Laid,Mila,Decathlon T-Shirt Running - Hommes - Bleu,1900,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client absent (reporte)),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
410,#1538,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Otho,H,9797453199,,Tebessa,Tebessa,Suncolor Sandale Compensee - Beige,3800,Mode Femme,Suncolor,1050,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
411,1236,2022-03-13,2022-03-13,Livre,2022-03-17,2022-03-17,,Kelly,H,,centre ville,Adrar,Adrar,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,1400,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
412,#1541,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Freddie,H,,centre ville,Medea,Medea,Miriale Soutien Gorge - F.S Esmeralda- Blanc/Noir,800,Mode Femme,Miriale,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
413,#1539,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-16,,Valentia,H,3776028388,annaba centre ville ,Annaba,Annaba,G 21 T-Shirt Simple Orange,500,Mode Femme,G,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Echec livraison (Annule par le client),2022-03-16,,
414,#1502,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-16,,,H,8901214799,centre ville,Bab Ezzouar,Alger,Jennyfer T-Shirt -42Stabo -Noir,2250,Mode Femme,Jennyfer,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Telephone injoignable),2022-03-15,Echec livraison (Client ne repond pas),2022-03-16
415,#1479,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Aurea,H,7768708183,centre ville,Oued Ghir,Bejaia,Miriale Bustier Cotton Silk - Rouge,600,Mode Femme,Miriale,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
416,#1404,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Mala,H,8512191736,centre ville,Ait Yahia,Tizi Ouzou,Boucle D'oreilles - Ronde Dore & Noir,900,Mode Femme,Boucle,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
417,#1349,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,Terri,H,9684337028,hai el badr ,Kouba,Alger,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Echec livraison (Client absent (echoue)),2022-03-16
418,#1542,2022-03-13,2022-03-13,Livre,2022-03-14,2022-03-14,,,H,5741203562,sidi abdellah ,Mahelma,Alger,Nebula Nuisette - Bleu,1490,Mode Femme,Nebula,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
419,#1544,2022-03-14,2022-03-14,Livre,2022-03-15,2022-03-15,,Gayle,H,5858813415,,Ain Defla,Ain Defla,Decathlon Chaussures De Randonnee Homme - Noir,3700,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
420,#1545,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,Rutter,H,2523111528,,Annaba,Annaba,Decathlon Debardeur Running Homme Run Dry Noir,1900,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
421,#1551,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-21,2022-03-15,,Milt,H,7216636193,,Cherchell,Tipaza,Decathlon Short Court Hendaia Nt Turquoise,2000,sport,Decathlon,900,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-15,,,,
422,#1553,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,Collen,H,2916265979,,M'Sila,M'Sila,Decathlon Baskets Homme - Ekiden One Man - Gris,3900,sport,Decathlon,1050,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
423,#1556,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,Olimpia,H,,,Constantine,Constantine,Decathlon Tongs Homme To 100 Bleu Fonce,1400,sport,Decathlon,750,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
424,#1557,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-17,,Kissee,H,4575725062,,Dhalaa,Oum El Bouaghi,Decathlon Brassiere Fitness Pour Femme - dom yos - Noir,1900,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Annule par le client),2022-03-17,,
425,#1558,2022-03-14,2022-03-14,Livre,2022-03-18,2022-03-18,,,H,6345307978,,Bechar,Bechar,Decathlon Short Maillot Homme - Rouge,1850,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Client ne repond pas),2022-03-17,Livre,2022-03-18
426,#1560,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-30,2022-03-22,,Nancey,H,4672160406,,Adrar,Adrar,Decathlon Short Running Homme Run Dry Noir,2200,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Tentative echouee (Client ne repond pas),2022-03-21,Echec livraison (Telephone injoignable),2022-03-22
427,#1561,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-20,,Zorina,H,3977128553,,Bejaia,Bejaia,Decathlon Aquashoes Chaussures Aquatiques 120 Adulte Turquoises Foncees,3500,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Client absent (reporte)),2022-03-20
428,#1564,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-16,,Barrett,H,7221264678,,Ain Oulmene,Setif,Decathlon Sandales Natation Bebe Rose Imprime Flamingo,2900,sport,Decathlon,900,oui,paye,0,ecommerce,Echec livraison (Client incapable de payer),2022-03-16,,,,
429,#1565,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-16,,Hunt,H,,,Khenchela,Khenchela,Decathlon HALTERES TONEDUMBELL 2*1 KG - Vert emeraude,2400,sport,Decathlon,900,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-16,,,,
430,#1566,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,Jacky,H,7336447240,,El Eulma,Setif,Decathlon Tongs Fille 100 Rose - Fuchsia Pastel,1300,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
431,#1567,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,,H,6084161482,,Bechar,Bechar,Decathlon Sandales Homme de Randonnee - Beige,4500,sport,Decathlon,1050,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
432,'1336,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-16,,Thom,H,3198206164,,Ain Touta,Batna,Cross Hatch Crosshatch Shorts De Bain Casual Mesh Floral- Noir (Ch113610),2990,Mode Homme,Cross,750,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-16,,,,
433,'1337,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-19,,Beck,H,9949741423,,Barika,Batna,Pack - 2 Polos Shirts Homme - Manches Courtes - Blanc/Vert,4600,Mode Homme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Faux numero),2022-03-16,Tentative echouee (Faux numero),2022-03-17,Echec livraison (Faux numero),2022-03-19
434,1340,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-19,,Lela,H,4156749392,,Ferdjioua,Mila,VO7 Baskets Homme - Y-Knit Dusk - Gris,3500,Mode Homme,VO7,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Client ne repond pas),2022-03-17,Echec livraison (Client absent (reporte)),2022-03-19
435,'1342,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-19,,Erskine,H,1553674735,,El Tarf,El Tarf,Celio T-Shirt - Pecruises - White,1200,Mode Homme,Celio,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Tentative echouee (Telephone injoignable),2022-03-17,Echec livraison (Client absent (reporte)),2022-03-19
436,1343,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-17,,,H,5997149577,,M'Sila,M'Sila,Polo Club Collection Chaussures Homme - Noir & Blanc - 6025-02,9850,Mode Homme,Polo,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Annule par le client),2022-03-17,,
437,'1351,2022-03-14,2022-03-14,Livre,2022-03-15,2022-03-15,,Cristy,H,7971241026,,Les Eucalyptus,Alger,Polo Club Collection Chaussures Homme - Bleu - 44,9990,Mode Homme,Polo,750,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
438,#1573,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-16,,Lisbeth,H,,centre ville,Bouzina,Batna,Celio T-Shirt - Pepiquetee - Blanc,1900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-16,,,,
439,#1579,2022-03-14,,Pret a expedier,2022-03-15,,,Lissi,H,,centre ville,Taher,Jijel,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Homme,Pack,1050,oui,pas pret,0,ecommerce,,,,,,
440,#1570,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,,H,8794040007,nouvelle ville ali mendjli,Constantine,Constantine,Pack De 6 Debardeurs Tricot De Peau Homme - Blanc/Gris/Noir,1300,Mode Homme,Pack,750,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
441,cmd tel,2022-03-14,2022-03-14,Livre,2022-03-15,2022-03-15,elhaj,Peirce,H,4795351473,cite essalam 13 W,Chlef,Chlef,Polo Club Collection Chaussures de Ville Homme - Noir - 44,3000,Mode Homme,Polo,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
442,cmd tel,2022-03-14,2022-03-14,Livre,2022-03-16,2022-03-16,,Cesya,H,1035713506,rue boussof ain youcef ,Ain Youcef,Tlemcen,M&P T-Shirt Unisexe - Vert - Passeport,1700,Mode Homme,M&P,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Livre,2022-03-16,,
443,#1443,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-19,,Erhard,H,3737093760,centre ville,Bouira,Bouira,Polo Club Collection Chaussure de Ville Pour homme - 6021-10 - bleu,10000,Mode Homme,Polo,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Client ne repond pas),2022-03-17,Echec livraison (Client ne repond pas),2022-03-19
444,#1581,2022-03-14,2022-03-14,Retourne au vendeur,2022-03-26,2022-03-19,,,H,2175021355,centre ville,Setif,Setif,Celio Chemise - ANACERCLE - Bleu,1900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Client ne repond pas),2022-03-19
445,#1446,2022-03-14,2022-03-14,Livre,2022-03-21,2022-03-21,,,H,7196248102,centre ville,In Salah,Tamanrasset,Decathlon Sabots De Natation Homme - Bleu Marine,2900,sport,Decathlon,1600,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Tentative echouee (Client absent (reporte)),2022-03-19,Echec livraison (Client absent (reporte)),2022-03-20
446,#1515,2022-03-14,2022-03-15,Livre,2022-03-17,2022-03-17,,Elspeth,H,1445846396,centre ville,Setif,Setif,Decathlon T-Shirt Homme - Running - Noir,3000,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
447,cmd tel,2022-03-14,2022-03-15,Livre,2022-03-16,2022-03-16,,Neron,H,5571367082,centre ville,Mostaganem,Mostaganem,Decathlon Polo Homme - Bleu,2500,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
448,cmd tel,2022-03-14,2022-03-15,Livre,2022-03-17,2022-03-17,,Coral,H,2143520565,centre ville,Bouira,Bouira,Decathlon Legging Sport Stretch Femme En Coton Gris,2400,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
449,1295,2022-03-14,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-17,,,F,7797639300,rouisseau ,El Madania,Alger,Decathlon Hamac Une Place - Basic 260 X 152 Cm - 1 Personne,4300,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client absent (echoue)),2022-03-17,,
450,1301,2022-03-14,2022-03-15,Livre,2022-03-16,2022-03-16,,,F,6949971898,centre ville,Oran,Oran,Decathlon Tongs Homme To 120 Ks Paint Bleu Olaian,2000,sport,Decathlon,750,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
451,1304,2022-03-14,2022-03-15,Retourne au vendeur,2022-03-19,2022-03-18,,Marlie,H,2742486034,centre ville,Sidi Bel Abbes,Sidi Bel Abbes,Decathlon Chaussure Bebe - Bleu,3200,sport,Decathlon,500,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Telephone injoignable),2022-03-18
452,1377,2022-03-15,2022-03-15,Livre,2022-03-17,2022-03-17,,Cortie,H,1458606815,,Dahmouni,Tiaret,Decathlon PANTALON RANDONNeE - NOISETTE,1990,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Livre,2022-03-17,,
453,1374,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-19,abdennour,Jaymie,H,2502203018,,Mostaganem,Mostaganem,Decathlon Maillot De Bain De Natation Femme Une Piece Heva Shorty,3900,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Tentative echouee (Telephone injoignable),2022-03-17,Echec livraison (Client ne repond pas),2022-03-19
454,1354,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-20,,Katharina,H,1418452787,,El Khroub,Constantine,Decathlon ROUE ABDOMINAUX CROSSTRAINING AB WHEEL,3000,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Tentative echouee (Client absent (reporte)),2022-03-19,Echec livraison (Client ne repond pas),2022-03-20
455,1360,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-20,,Allie,H,7028191707,,Tebessa,Tebessa,Decathlon Bermuda Short Homme Randonnee Arpenaz 500- Kaki,1790,sport,Decathlon,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Tentative echouee (Client ne repond pas),2022-03-19,Echec livraison (Client ne repond pas),2022-03-20
456,1360,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-17,,Pedro,H,,,Bordj Menaiel,Boumerdes,Decathlon Short De Bain Homme - Long - Bleu,2900,sport,Decathlon,1050,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-17,,,,
457,1364,2022-03-15,2022-03-15,Livre,2022-03-17,2022-03-17,rabie,Jeni,H,5577751873,,Kherrata,Bejaia,Decathlon Sandales De Randonnee Mh 100 - Rose,3700,sport,Decathlon,750,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
458,1365,2022-03-15,2022-03-15,Retourne au vendeur,2022-04-12,2022-04-06,ahmed,,H,,,Reggane,Adrar,Decathlon elastique Cross-Training - Domyos - Jaune,4000,sport,Decathlon,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-26,Tentative echouee (Client absent (reporte)),2022-04-02,Echec livraison (Client absent (reporte)),2022-04-06
459,1369,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-26,2022-03-19,ali,Audrie,H,5167080658,,Khemisti,Tissemsilt,Decathlon Serviette Microfibre Ultra Compacte - L 80 X 130 - Bleu,1990,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Client absent (echoue)),2022-03-19
460,1370,2022-03-15,2022-03-15,Retourne au vendeur,2022-03-30,2022-03-24,,Wat,H,7493198832,,Ain Yagout,Batna,Decathlon CHAUSSURES ATHLeTISME ENFANT,4400,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Tentative echouee (Client absent (reporte)),2022-03-22,Echec livraison (Annule par le client),2022-03-24
461,1373,2022-03-15,2022-03-15,Livre,2022-03-17,2022-03-17,,Buiron,H,9805148045,,Alger Centre,Alger,Decathlon Baskets Fille - Gris/Rose,4500,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-16,Livre,2022-03-17,,
462,#1612,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-20,,Joby,F,5053330042,centre ville,Es Senia,Oran,Decathlon Short De Sport Homme Long Avec Poches Zippees En Coton Noir,3700,sport,Decathlon,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Tentative echouee (Client absent (reporte)),2022-03-19,Echec livraison (Client absent (reporte)),2022-03-20
463,#1611,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-19,naouel,Weber,F,7021622833,centre ville,Mazagran,Mostaganem,Cross Hatch Crosshatch Shorts De Bain Casual Mesh Floral- Noir (Ch113610),2990,Mode Homme,Cross,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Echec livraison (Annule par le client),2022-03-19,,
464,#1601,2022-03-16,2022-03-16,Livre,2022-03-17,2022-03-17,,Kamilah,F,,centre ville,Cheraga,Alger,Pack - 2 Polos Shirts Homme - Manches Courtes - Blanc/Vert,4600,Mode Homme,Pack,750,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
465,#1600,2022-03-16,2022-03-16,Livre,2022-03-19,2022-03-19,,,F,6879398858,centre ville,Dellys,Boumerdes,VO7 Baskets Homme - Y-Knit Dusk - Gris,3500,Mode Homme,VO7,900,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
466,#1599,2022-03-16,2022-03-16,Livre,2022-03-23,2022-03-23,,Clo,H,4079150073,centre ville,Tindouf,Tindouf,Celio T-Shirt - Pecruises - White,1200,Mode Homme,Celio,1600,oui,paye,0,ecommerce,Livre,2022-03-23,,,,
467,#1598,2022-03-16,2022-03-16,Livre,2022-03-19,2022-03-19,,Cherie,H,,centre ville,El Meridj,Tebessa,Polo Club Collection Chaussures Homme - Noir & Blanc - 6025-02,9850,Mode Homme,Polo,1050,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
468,#1597,2022-03-16,2022-03-16,Livre,2022-03-19,2022-03-19,farid,Janith,H,2336165054,centre ville,Biskra,Biskra,Polo Club Collection Chaussures Homme - Bleu - 44,9990,Mode Homme,Polo,1050,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
469,#1609,2022-03-16,2022-03-16,Livre,2022-03-19,2022-03-19,,Mano,H,,centre ville,Annaba,Annaba,Celio T-Shirt - Pepiquetee - Blanc,1900,Mode Homme,Celio,900,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
470,#1590,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-21,,Rickie,H,1483425127,centre ville,Bejaia,Bejaia,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Homme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Client ne repond pas),2022-03-21
471,#1589,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-21,,,H,1061131608,centre ville,Semaoun,Bejaia,Pack De 6 Debardeurs Tricot De Peau Homme - Blanc/Gris/Noir,1300,Mode Homme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-19,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Telephone injoignable),2022-03-21
472,1509,2022-03-16,2022-03-16,Livre,2022-03-19,2022-03-19,,Lurline,H,8664091880,centre ville,Barika,Batna,Polo Club Collection Chaussures de Ville Homme - Noir - 44,3000,Mode Homme,Polo,900,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
473,1496,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-30,2022-03-24,,Rabi,H,6107571827,qete louad,Tamanrasset,Tamanrasset,M&P T-Shirt Unisexe - Vert - Passeport,1700,Mode Homme,M&P,1600,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-22,Tentative echouee (Client absent (reporte)),2022-03-23,Echec livraison (Client absent (reporte)),2022-03-24
474,1462,2022-03-16,2022-03-16,Livre,2022-03-22,2022-03-22,,Chas,H,,centre ville,Hassi Messaoud,Ouargla,Polo Club Collection Chaussure de Ville Pour homme - 6021-10 - bleu,10000,Mode Homme,Polo,1050,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-20,Livre,2022-03-22,,
475,1290,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-20,,,H,,centre ville,Oran,Oran,Celio Chemise - ANACERCLE - Bleu,1900,Mode Homme,Celio,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-17,Tentative echouee (Client ne repond pas),2022-03-19,Echec livraison (Client ne repond pas),2022-03-20
476,1291,2022-03-16,2022-03-16,Retourne au vendeur,2022-04-02,2022-03-25,,Holly-anne,H,,centre ville,Tindouf,Tindouf,Decathlon Tee Shirt De Running Homme Noir Skincare Kiprun,3600,sport,Decathlon,1600,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-25,,,,
477,1363,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-21,,,H,8154356303,debdaba ,Bechar,Bechar,Decathlon Pantalon Randonnee Nature - NH100 - Kaki,3300,sport,Decathlon,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Client ne repond pas),2022-03-21
478,1368,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-19,,Ransom,H,5631668599,centre ville,Meftah,Blida,Decathlon HALTERES TONEDUMBELL 2*2 KGS - Jaune,3600,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Commande double),2022-03-19,,
479,1366,2022-03-16,2022-03-16,Livre,2022-03-20,2022-03-20,,Isis,H,5334695994,centre ville,Bougaa,Setif,Decathlon Sac A Dos Abeona - 17 L - Bleu,1700,sport,Decathlon,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Livre,2022-03-20,,
480,1585,2022-03-16,2022-03-16,Livre,2022-03-17,2022-03-17,,,H,9249941137,centre ville,Draria,Alger,Decathlon CHAUSSURES MARCHE SPORTIVE HOMME - Noir,5600,sport,Decathlon,900,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
481,#1610,2022-03-16,2022-03-16,Livre,2022-03-24,2022-03-24,,Marian,H,5114711291,centre ville,Tamanrasset,Tamanrasset,Decathlon TONGS Homme 120 Tram Noir,2000,sport,Decathlon,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-22,Tentative echouee (Client absent (reporte)),2022-03-23,Livre,2022-03-24
482,#1593,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-19,,Katey,H,3007414715,centre ville,Mostaganem,Mostaganem,Retroviseur à Double Camera - Noir,5600,Electronique Embarquee,Retroviseur,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Annule par le client),2022-03-19,,
483,#1575,2022-03-16,2022-03-16,Livre,2022-03-17,2022-03-17,,,F,1199501616,centre ville,Mers El Kebir,Oran,Ensemble Phare À Led -C6 -Xenon-H7 - Blanc,1490,Electronique Embarquee,Ensemble,900,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
484,#1549,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-26,2022-03-19,,Odetta,H,8715982101,centre ville,Bouchegouf,Guelma,Camel Compresseur De Voiture - Double Cylindres - Gris,4300,Electronique Embarquee,Camel,1600,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-19,,,,
